academic_term,academic_year,faculty_abbrev,faculty,subject_abbrev,subject,title,course_number_raw,course_credit_raw
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Research Strategies in Law & Society,3363,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Privacy and the Law,3365,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Socio-legal Theories,3375,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Law, Labour and the State,3380,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,International Perspectives in Law and Society: Ethnographies of Rights,3392,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Law and Games,3394,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,An Introduction to African Diasporas: Identities and Practices,3481,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Introduction to Gender and Development: Key Themes in Critique and Practice,3543,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Political Economy as a Moral Science: The Economics of Marx and Keynes,3552,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,Canada in Global Perspective/Le Canada, perspective globale,3621,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,Climate Change: Ethical and Political Issues,3639,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,Sociology of Emotions: From the Intimate to the Political,3649,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,The Moral Limits of the Criminal Law,3654,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Punishment,3656,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Crime, Science, and Technology,3658,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Crime and Development in the Global South,3660,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,Theories of Society,3692,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Urban Analysis I: Developing a Research Proposal,3701,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Cities and Climate Change: The Challenge of Urban Resilience,3714,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Urban Transportation: an Introduction to Critical Issues,3717,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Technology, Experts and Society,3726,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Development Studies and Research Methods,3800,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Policy Making in Context: Development and Sustainability,3802,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Contemporary Jewish Life in North America,3917,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Popular Trials,3992,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,Les femmes et la santé,3995,6.00
Fall/Winter,2023-2024,ED,Faculty of Education,SOSC,Social Science,Teaching Social Sciences (General) in the Intermediate-Senior Divisions - A,4000,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Issues in Business and Society,4040,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Ethics and Economics,4044,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Social Economy Practicum,4046,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,The Business of Fair Trade,4048,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Directed Reading,4099,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,Individual Studies,4100,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Interdisciplinary Capstone Project,4101,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Health and Society Seminar,4140,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Engaging Health in the Community: Advanced Health Research in the Field,4144,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Epidemics and the Modern World: Local, National & Global Configurations of Disease,4149,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Special Topics in Work and Labour Studies,4250,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Law and Society Honours Seminar,4350,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Law and Society Honours Seminar: Social Dimensions of Criminal Law,4352,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Law and Society Honours Seminar: Paradoxes of Rights,4354,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Animal  Rights: Examining Socio-Legal Claims for Animal Justice,4365,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Aspects of Modern Latin American and Caribbean Studies: Culture and Politics,4450,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,African Popular Culture,4510,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Advanced Seminar in International Development Studies,4600,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,La femme et la violence,4602,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,International Development Placement Course,4605,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,Decolonising Canada - Décoloniser le Canada,4621,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Criminology Honours Seminar,4650,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Representing Crime,4654,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Crime and the Corporation,4657,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Indigenous Peoples, Crime, and Justice,4659,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Criminal Justice Policy,4662,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Sex, Crime & Danger,4666,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOSC,Social Science,Urban Field Experience,4710,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SOSC,Social Science,Professional Work Placement / Placement en milieu de travail,4975,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOWK,Social Work,Addiction in Contemporary Society,2020,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOWK,Social Work,Current Issues in Mental Health,2035,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOWK,Social Work,Social Justice Work with Groups, Communities and Social Movements,2060,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOWK,Social Work,Communication,3041,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOWK,Social Work,Foundations of Social Work Research,3070,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOWK,Social Work,Social Work Practice, Racism, and Whiteness,3570,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOWK,Social Work,Practicum in Social Work II,4001,6.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOWK,Social Work,Social Work with Immigrants and Refugees,4130,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOWK,Social Work,Directed Readings/Special Studies,4210,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOWK,Social Work,Sexual Diversity in Contemporary Social Work Practice,4250,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOWK,Social Work,Child Welfare Policy and Services,4380,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SOWK,Social Work,Addictions,4460,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOWK,Social Work,Introduction to Social Work Theories and Critical Practice Skills Part I,5010,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOWK,Social Work,History of Social Welfare and Social Work from Critical Perspectives,5020,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOWK,Social Work,Social Welfare and Social Policy,5040,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOWK,Social Work,Critical Perspectives in Social Work,5150,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOWK,Social Work,Practicum,5310,6.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOWK,Social Work,Practice Research Paper Seminar,5450,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOWK,Social Work,Mindfulness and Just Relations in Social Work,5907,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOWK,Social Work,Studies in Social Policy,5932,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOWK,Social Work,Directed Readings,5970,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOWK,Social Work,Narrative Therapy and Critical Social Work,5983,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOWK,Social Work,Quantitative Analysis,6112,6.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOWK,Social Work,Epistemology,7010,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SOWK,Social Work,Quantitative and Qualitative Data Analysis,7030,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SP,Spanish,Elementary Spanish,1000,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SP,Spanish,Spanish II,1002,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SP,Spanish,Intermediate Spanish,2000,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SP,Spanish,Spanish IV,2002,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SP,Spanish,Hispanic Literature: Exploring Transformative Texts of the Hispanic World,2200,6.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SP,Spanish,Spanish V,3001,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SP,Spanish,Spanish for Business I,3201,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SP,Spanish,Comparative Stylistics for Spanish-English Translation,3550,3.00
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,SP,Spanish,History of the Spanish Language,4120,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SP,Spanish,Contemporary Spanish in Latin America,4602,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SP,Spanish,Narrating Environmental (In)Justice in Spain & Latin America,4711,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SP,Spanish,Methodology of Spanish-English Translation 1: Advanced practice, technologies and project management,4910,3.00
Fall/Winter,2023-2024,GL,College universitaire Glendon,SP,Spanish,Methodology of Spanish-English/English-Spanish Translation 2: Revision and project management,4920,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SPTH,Social & Political Thought,Directed Readings,6001,6.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SPTH,Social & Political Thought,Gramsci and Contemporary Political Theory: The Challenge of Post-Modernism,6039,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SPTH,Social & Political Thought,The Critical Theory of the Frankfurt School - Adorno, Marcuse, Horkheimer,6070,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SPTH,Social & Political Thought,Master's Practicum: Major Research Paper Development,6105,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SPTH,Social & Political Thought,Essays in the Philosophy of Freedom,6137,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SPTH,Social & Political Thought,Basic Concepts of Historical Materialism,6191,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SPTH,Social & Political Thought,Contemporary Cinema and Media Theory,6230,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SPTH,Social & Political Thought,Advanced Topics in Latin American and Caribbean Politics,6305,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SPTH,Social & Political Thought,Sociologies of Global Capitalism,6383,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SPTH,Social & Political Thought,Considering Black Canada,6413,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SPTH,Social & Political Thought,Education and Social Justice in Postmodernity,6602,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SPTH,Social & Political Thought,Politics of Aesthetics,6648,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SPTH,Social & Political Thought,Diasporas:  Transnational Communities and Limits of Citizenship,6674,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,SPTH,Social & Political Thought,Reading the Anthropocene:  Excavations in the Humanities and Social Sciences,6722,3.00
Fall/Winter,2023-2024,SC,Faculty of Science,STS,Science and Technology Studies,History of Modern Science,2010,3.00
Fall/Winter,2023-2024,SC,Faculty of Science,STS,Science and Technology Studies,Technology in the Modern World,2210,3.00
Fall/Winter,2023-2024,SC,Faculty of Science,STS,Science and Technology Studies,Science, Technology and Racial Social Justice,2333,3.00
Fall/Winter,2023-2024,SC,Faculty of Science,STS,Science and Technology Studies,Thinking with Things: Material Culture in Science and Technology Studies,3400,3.00
Fall/Winter,2023-2024,SC,Faculty of Science,STS,Science and Technology Studies,From the Abacus to Artificial Intelligence: how the computer came to be,3561,3.00
Fall/Winter,2023-2024,SC,Faculty of Science,STS,Science and Technology Studies,Science and Exploration,3725,3.00
Fall/Winter,2023-2024,SC,Faculty of Science,STS,Science and Technology Studies,Science, Technology and Modern Warfare,3730,3.00
Fall/Winter,2023-2024,SC,Faculty of Science,STS,Science and Technology Studies,Genomics and Society,3750,3.00
Fall/Winter,2023-2024,SC,Faculty of Science,STS,Science and Technology Studies,Physics in the 20th Century,3775,3.00
Fall/Winter,2023-2024,SC,Faculty of Science,STS,Science and Technology Studies,Capstone: Science, Technology and Society Seminar,4501,6.00
Fall/Winter,2023-2024,SC,Faculty of Science,STS,Science and Technology Studies,From the Ark to the Anthropocene: Episodes in the History of the Earth and Environmental Sciences,4655,3.00
Fall/Winter,2023-2024,SC,Faculty of Science,STS,Science and Technology Studies,Epidemics and the Modern World: Local, National & Global Configurations of Disease,4780,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,STS,Science and Technology Studies,Directed Readings for M.A. Students,5000,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,STS,Science and Technology Studies,Directed Readings for Ph.D. Students,6000,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,STS,Science and Technology Studies,Technoscientific Cultures: Foundations in Anthropology of Science and Technology,6003,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,STS,Science and Technology Studies,STS Research Cluster,6005A,0.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,STS,Science and Technology Studies,STS Research Cluster,6005B,0.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,STS,Science and Technology Studies,Digital Technoscience,6006,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,STS,Science and Technology Studies,Health and Illness,6108,3.00
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,STS,Science and Technology Studies,The Sciences in the Enlightenment,6303,3.00
Fall/Winter,2023-2024,SB,Schulich School of Business,SUST,Sustainability,Business and Society,2060,3.00
Fall/Winter,2023-2024,SB,Schulich School of Business,SUST,Sustainability,Resilience to Catastrophic Failure in Organizations,4100,3.00
